Application Issues,KGS - Risk logs | 20-06-2019
Hardware Issues,Laptop replacement - Physical damage
Hosted Applications,Need access to file site on VDI
Hardware Issues,Server INBLRKGSSRV30 (10.210.128.148) has high utilization for RAM
Hosted Applications,I am not able to restore file within eAudit.
Network Issues,Wifi not working
Hosted Applications,Unable to fill SAP Timesheet
Hosted Applications,UK vdi log in issue
Application Issues,"Hi Team, I am not able to access the URL <https://msvcs.us.kworld.kpmg.com/eailrr/User/Logon> with my US credentials. I request you to kindly look in"
Hardware Issues,Orange colored LAN cable required.
Hardware Issues,IP phone not working.
Lost Accessories,HP Elite Charger - Lost
Application Issues,Sharedrive access denied
Hosted Applications,Rekonnect connecting issue
Hosted Applications,Re-Konnect link is not working and I have to fill my timesheets in STS. kindly HELP
Network Issues,Rekonnect Not working pls help
Video Conference,need to install font
UAT or Testing,Reconnect not working
UAT or Testing,KPMG internal explorer Home page and ReKonnect not working
UAT or Testing,Unable to access Rekonnect for the past 2.5 hours.
Hardware Issues,Network device Down : INDELWLC02 (10.211.4.5)
Application Issues,Need to install VMware
Operating System,Server Down : INDELKGSDB03 (10.211.1.102)
Operating System,Server Down : INDELKGSAPP03 (10.211.1.101)
Operating System,Server Down : INDELKGSSRV12 (10.211.1.33)
Operating System,Server Down : INDELKGSSRV13 (10.211.1.34)
Operating System,Server Down : INDELKGSCV12 (10.211.1.83)
Operating System,Server Down : INDELKGSCV13 (10.211.1.84)
Operating System,Server Down : INDELKGSINFRA07 (10.211.1.120)
Operating System,Server Down : INDELKGSINFRA08 (10.211.1.122)
Operating System,Server Down : INDELKGSSRV22 (10.211.1.72)
Operating System,Server Down : INDELKGSSRV07 (10.211.8.9)
Operating System,Server Down : INDELKGSSRV08 (10.211.24.9)
Operating System,Server Down : INDELKGSSRV09 (10.211.16.9)
Operating System,Server Down : INDELKGSINFRA05 (10.211.1.116)
Operating System,Server Down : INDELKGSSRV39 (10.211.1.39)
Operating System,Server Down : INDELKGSSRV21 (10.211.1.71)
Operating System,Server Down : INDELKGSINFRA06 (10.211.1.118)
Operating System,Server Down : INDELSRV204 (10.211.1.54)
Operating System,Server Down : INDELKGSSRV83 (10.211.1.63)
Operating System,Server Down : INDELKGSSRV38 (10.211.1.38)
Operating System,Server Down : INDELKGSINFRA04 (10.211.1.114)
Operating System,Server Down : INDELKGSSRV25 (10.211.1.25)
Operating System,Server Down : INDELKGSINFRA03 (10.211.1.112)
Operating System,Server Down : INDELPRS03 (10.211.1.24)
Operating System,Server Down : INDELKGSSRV78 (10.211.1.78)
Operating System,Server Down : INDELKGSINFRA02 (10.211.1.108)
Operating System,Server Down : INDELKGSSRV65 (10.211.192.92)
Operating System,Server Down : INDELKGSSRV61 (10.211.192.87)
Operating System,Server Down : INDELKGSSRV62 (10.211.192.3)
Operating System,Server Down : INDELKGSINFRA01 (10.211.1.106)
Operating System,Server Down : INDELKGSCV11 (10.211.1.82)
Operating System,Server Down : INDELSRV202 (10.211.1.52)
Operating System,Server Down : INDELSRV206 (10.211.1.56)
Operating System,Server Down : INDELKGSSRV14 (10.211.1.14)
Operating System,Server Down : INDELSRV201 (10.211.1.51)
Operating System,Server Down : INDELKGSSRV75 (10.211.1.75)
Operating System,Server Down : INDELKGSSRV03 (10.211.1.61)
Operating System,Server Down : INDELKGSSRV63 (10.211.202.3)
Operating System,Server Down : INDELKGSSRV64 (10.211.208.3)
Operating System,Server Down : INDELKGSSRV71 (10.211.192.95)
Operating System,Server Down : INDELKGSSRV66 (10.211.192.90)
Operating System,Server Down : INDELKGSSRV70 (10.211.192.97)
Operating System,Server Down : INDELKGSPRS01 (10.211.192.88)
Operating System,Server Down : INDELKGSSRV81 (10.211.1.81)
Operating System,Server Down : INDELKGSSRV79 (10.211.1.79)
Operating System,Server Down : INDELKGSSRV77 (10.211.1.77)
Operating System,Server Down : INDELKGSSRV82 (10.211.1.62)
Operating System,Server Down : INDELKGSSRV05 (10.211.1.26)
Operating System,Server Down : INDELSRV221 (10.211.48.10)
Operating System,Server Down : INDELSRV222 (10.211.48.11)
Operating System,Server Down : INDELSRV223 (10.211.48.14)
Operating System,Server Down : INDELSRV220 (10.211.48.13)
Operating System,Server Down : INDELKGSSRV10 (10.211.48.3)
Operating System,Server Down : INDELKGSSRV11 (10.211.48.4)
Hardware Issues,Server Down : INHYDKGSFSR01 (10.211.79.7)
Hardware Issues,Server Down : INHYDKGSSMS01 (10.211.79.8)
Hardware Issues,Server Down : INHYDKGSPRS01 (10.211.79.9)
Hardware Issues,Server Down : INHYDKGSSRV02 (10.211.79.10)
Hardware Issues,Server Down : INHYDKGSSRV03 (10.211.79.11)
Hardware Issues,Server Down : INBLRKGSAPP16 (10.210.128.58)
Hardware Issues,Server Down : INBLRKGSWEB07 (10.210.128.72)
Hardware Issues,Server Down : INKOCSRV10 (10.211.224.10)
Hardware Issues,Server Down : INKOCSRV13 (10.211.224.13)
Hardware Issues,Server Down : INKOCSMS10 (10.211.224.18)
Hardware Issues,Server Down : INKOCSRV12 (10.211.224.12)
Hardware Issues,Server Down : INKOCSRV11 (10.211.224.11)
Hardware Issues,Server Down : INKOCPRX11 (10.211.232.5)
Hardware Issues,Server Down : INKOCSRV21 (10.211.224.29)
Hardware Issues,Server Down : INKOCINFRA04 (10.211.224.30)
Application Issues,SAP Not working
Operating System,Server INDELKGSSRV70 (10.211.192.97) has high utilization for HDD
Application Issues,Reconnect not working
Application Issues,VNX account is getting locked
Login issues,The user is locked out of their windows account. Account password not working. Please reach out on 9953042503 (Ashima Sehgal)
Hardware Issues,laptop screen is not visible
Hardware Issues,"Additional monitor's are not working display issue, BO.05.S.681"
Hardware Issues,"Additional monitor's are not working display issue, BO.05.N.003"
Application Issues,Re-Connect is not working
Application Issues,Outlook is not working
Hosted Applications,Install Retain on my laptop
Login issues,System locked
Operating System,need a IT assistance at training room. BO.06.sachin tendulkar
Hardware Issues,LAN Cable
Hardware Issues,One monitor is not working.
Application Issues,KGS Home page is not working - https://intra.ema.kpmg.com/_layouts/15/SP2013.Redirect.HttpHandler/SP2013Redirect.ashx?sourceurl=http://portal.ema.kwor
Hardware Issues,mouse is missing
Hardware Issues,need a IT assistance at training room's. BO.06 th floor. marycom and PV sindhu.
Hardware Issues,Monitor is not working
Hosted Applications,OIT login issue
Hardware Issues,Monitor display issue.
Hardware Issues,Display iossue
Application Issues,Audio and Video is not proper in WebEx session.
Hardware Issues,Display Issue
Hardware Issues,LAptop not getting power on
Hardware Issues,Display issue
Hardware Issues,LAN is not working.
Hardware Issues,Laptop issue
Hosted Applications,Server Login Issue
Hardware Issues,Display Issue
Application Issues,Unable to fill re-konnect
Application Issues,Unable to open exit clearance page in reconnect.
Hosted Applications,"VDI not working,"
Hardware Issues,Display issue.
Hardware Issues,Display issue
Hardware Issues,Laptop is not working.
Application Issues,Not able to launch Internet explorer
Hardware Issues,Dock Station Charger issue
Hardware Issues,Display issue
Hardware Issues,Monitor display issue.
Hardware Issues,Display Issue
Hosted Applications,VMware is slow and excel is crashing
Hardware Issues,Monitor connections issue
Hardware Issues,Requesting to replace the monitor.
Application Issues,Microsoft excel not responding
Hardware Issues,Monitor display issue.
Hosted Applications,OIT One Tool Issue
Hardware Issues,Monitor display issue.
Hosted Applications,VMware not working
Hardware Issues,Lost password
Application Issues,GLMS not working
Application Issues,GLMS not working
Hosted Applications,VM ware issue.
Hosted Applications,"Internet Is not working, consequently VM Ware is also not working"
Hardware Issues,One screen is not working properly
Hardware Issues,Monitor is not working
Application Issues,Unable to login to huddle application.
Hardware Issues,My laptop screen is not working properly Mobile: +91 9999002861 Seat Number: GR10C.5.633
Hardware Issues,LAN's are not working for the floor
Hardware Issues,US LAN in Kilo meeting room
Hosted Applications,User UK desktop is working slow.
Login issues,IM834341 - Incident Logged
Hosted Applications,
Application Issues,Error
Application Issues,Flash unavailable in browser
Login issues,Account locked Outlook and Skype not working
Application Issues,Unable to open KPMG home page
Hardware Issues,Shifting seat new seat no:KOWTC.10.469
Hosted Applications,Unable to move excel files into Orion from US Citrix
Application Issues,LAN and Wifi is not working internet not working
Application Issues,Issue with Rekonnect
Hosted Applications,GoRS is not loading
Hardware Issues,Mouse not working
Operating System,"While uploading the files on astrus , the size is exceeding than normal due to which I am not able to download ARA Files for various reports. Please h"
Application Issues,ACP Symantec Antivirus needs to be installed
Application Issues,Data card not getting installed.
Operating System,Scanned documents e-mails from other users
Hosted Applications,Service Now not working
Hardware Issues,HP Travel Dock issue.
Application Issues,Outlook unable to send emails to UK mail ID going to Outbox
Application Issues,printer access
Hosted Applications,Not able to login to UK timesheet through VMWARE error message says invalid login details
Application Issues,Removing software from the system
Hardware Issues,Monitor display issue.
Application Issues,Adobe reader not working
Application Issues,Skype not working
Operating System,Unable to take print through my ID Card.
Application Issues,Enable macros
Hosted Applications,VMWare is very slow
Application Issues,In Rekonnect => Exit Clearance is not opening.
Application Issues,Unable to connect to VPN.
Application Issues,Need a installation of latest version of python . prefarabally 3.7
Application Issues,"Intranet not working on my system . Also, not able to login in GLMS"
Hardware Issues,Mouse touch pad is not working with the user Laptop.
Application Issues,Unable to access the client's share drive.
Application Issues,Unable to access KPMG home page.
Application Issues,Unable to connect to VPN.
Operating System,Loose projector Cable
Application Issues,Indian KPMG page not loading
Hosted Applications,Unable to login to VMWare
Operating System,facing issues with dual monitor display
Hosted Applications,VMware got locked
Application Issues,Skype on Indian environment is not working
Hosted Applications,Unable to access internet explorer. Error: page cant be reach.
Application Issues,Unable to access webpages
Application Issues,File got corrupted
Hardware Issues,System not working
Hardware Issues,Display issue
Hosted Applications,Application error in Eaudit
Hardware Issues,Connect landline
Application Issues,Rekonnect Exit clearance issue
Hardware Issues,Wifi issue
Application Issues,Printer access not working
Application Issues,"App Store application does not working properly in Pune network, But working properly in Bangalore network."
Application Issues,Provide access to 6th Fl printer
Hosted Applications,Eaudit crashing
Application Issues,Skype audio is not working on my laptop (through headsets)
Hardware Issues,Doc is not working .
Application Issues,Unable to crop image using online image tool getting DLP error.
Application Issues,When I am doing exit clearance on Re-Konnect then it shows Java application blocked it and the link does not open. I need to fix this as I have to com
Hosted Applications,Risk Portal on MS Dynamics on UK VDI is not opening. Error is coming. Also MS Dynamics doesn't show opportunity details and unable to create an IT cha
Application Issues,Unable to receive mails.
Hardware Issues,LAN Port not working
Hosted Applications,eaudit file error
Application Issues,Unable to access client Share point - https://mymkc.sharepoint.com
Hosted Applications,Issue with skype
Application Issues,"Unable to access Pinterest, YouTube"
Hardware Issues,display issue
Operating System,Server INDELEXC304 (10.188.0.146) has high utilization for RAM
Operating System,need to remove risk logs from users machine from attached sheet
Application Issues,KGS - Risk logs | 21-06-2019 - 23-06-2019
Application Issues,Rekonnect Java loading error
Application Issues,User is facing issue with outlook.
Application Issues,Outlook issue not opening
Application Issues,"User unable to save PDF file, Giving data confidential error."
Application Issues,user facing Java issue while trying for Exit clearance in Rekonnect.
Hardware Issues,Network Link INDELKGSINFINSW01 to INDELKGSINFINSW05 (10.211.48.91-10.211.48.100) has high utilization for Link Utilization
UAT or Testing,MS Skype not working in US
Login issues,Client SharePoint Login issue -URGENT
Operating System,Server INDELKGSSRV70 (10.211.192.97) has high utilization for CPU
Operating System,Server INDELDPM02 (10.188.0.145) has high utilization for HDD
Operating System,Server INDELKGSSRV78 (10.211.1.78) has high utilization for CPU
Operating System,dock station setup
Hardware Issues,Mouse not working
Operating System,os got update audio issue on laptop need a assistance. BO.05 th floor
Hardware Issues,Laptop charger is not working
Hardware Issues,Monitor issue. VGA connecting cable is missing.
Hardware Issues,Monitor and Keyboard
Hardware Issues,Monitor Issue
Hardware Issues,Laptop issue
Hardware Issues,Laptop is not powering On. BO.06.N.175
Hardware Issues,Desktop Display
Operating System,My access card doesn't work at the time of meeting room booking at the display screen outside the meeting room.
Hardware Issues,I am not able to start my system. also tried after connecting Charger.
Operating System,Workstation Movement
Network Issues,Meeting Room
Hardware Issues,Set up Doc station
Application Issues,Excel keeps crashing.
Hosted Applications,Not able to open Microsoft Outlook on VMware.
Hardware Issues,Request for Laptop charger for a day.
Application Issues,Rekonnect timesheet
Hardware Issues,Desktop Screen not working
Application Issues,Please revoke access to shared drive
Hosted Applications,IT team helped in generating new password. But I am unable to reset using the same password.
Operating System,Workstation Movement
Network Issues,Unable to access Open Port.
Hosted Applications,eAudIT 2019 space issue-application not getting installed
Operating System,Server INDELEXC305 (10.188.0.147) has high utilization for RAM
Application Issues,Unable to convert pdf to excel
Application Issues,"User unable to work on citrix, Error message: there are no apps or desktops available to you at this time."
Hosted Applications,My VDI was reimaged yesterday by the UK IT team. Need help with restoration of data.
Hardware Issues,Mouse not working.
Operating System,need to be run windows patches for may month from attached sheet
Hardware Issues,Mouse not working need to replace.
Operating System,"KGS : Patch update deployment - June , 2019"
Hardware Issues,laptop Battery not Charging
Hosted Applications,Can't access outlook on Vmware
Hosted Applications,Space issue
Hosted Applications,VDI is not working. Need to Install Citrix.
Application Issues,Need printer access. I don't have it. Also request you to generate IP phone number & password.
Network Issues,BCP VPN unable to connect through data card (airtel) BO.04.777
Hosted Applications,E-audit isn't opening.
Hosted Applications,Outlook not working
Application Issues,Excel is extremely slow
Operating System,Need to transfer personal files from laptop to USB
Operating System,Remote Desktop Connection manager
Application Issues,Software - Able2Extract installed in the system.
Application Issues,Incorrect DOB in Re-konnect
Application Issues,Unable to upload files on HUDDLE and FPI
Operating System,Attachment upload to Coupa-https://kpmg-int.coupahost.com/user/home ( Global Procurement tool) being denied
Hosted Applications,Outlook on VDI keeps crashing.
Hardware Issues,the display in the laptop screen is not fine. Please get it checked
Application Issues,Error occurring while uploading the Goal setting sheet on My PD. Screenshot is attached.
Hardware Issues,AWS application not working through Wi-Fi
Application Issues,Unable to access Internet
Application Issues,
Application Issues,
Hardware Issues,Monitor goes off - frequently
Hosted Applications,My Skype is not working and I have already received the mail from the team. Kindly check.
Application Issues,Unable to access GLMS.
Hosted Applications,Need Retain Access on UK PS
Application Issues,India Homepage not appearing
Hosted Applications,Unable to join skype meeting shared by KPMG Swiss
Application Issues,Please provide access to KPMG home page.
Network Issues,LAN Issue
Operating System,Uninstall Tableau trial version
Application Issues,When I am trying to upload any file to JIRA application in Google chrome then I am getting blocker popup. Please see the attached screen shot.
Hardware Issues,Not able to access KPMG WiFi
Hardware Issues,My phone is not working and need extra two cables for LAN connections. There are no cables available here.
Application Issues,Slow Laptop
Operating System,Functional mailbox (inbox) not updating in Outlook
Operating System,Datastream plug in not working
Application Issues,Unable to upload the documents.
Operating System,
Operating System,not able to access home page and sharepoint
Application Issues,Reconnect Issue.
Hosted Applications,extended display font size is different in the VDI environment
Operating System,Kindly enable macros in my system
Operating System,Global Management Learning System is not working.
Application Issues,Default Outlook is not working.
Application Issues,outlook issue
Application Issues,VPN not working
Operating System,"Error message displayed on laptop-""Cooling fan not operating properly""."
Application Issues,Hi team - please help me install Roboto font on my machine. Thank you.
Application Issues,Need to install Java as soon as possible
Hardware Issues,There are black lines on my dual monitors screens. It might needed to be changed.
Application Issues,Skype need to be enabled in my machine
Application Issues,Issue with IE
Hosted Applications,VMWare Horizon Client not working
Operating System,Worksite Access Request
Operating System,Access to Data write and Data read the folders in the SQL server database folder.
Application Issues,Rekonnect Exit clearance issue
Hardware Issues,My C drive is complete full and not letting open my outlook. Machine is also slow. Please assist
Application Issues,I am not receiving emails in outlook - shantanurana@kpmg.com
Hardware Issues,Server INKOCPRX10 (10.211.224.5) has high utilization for CPU
Operating System,User requesting to install Fonts.
Application Issues,Outlook is not working
Operating System,User requesting to install a Font.
Hardware Issues,Network link Down : INDELKGSINFINSW01 to INDELKGSINFINSW06 (10.211.48.91)
Application Issues,Remote Desktop Connection Manager
Operating System,Server INDELKGSCV03 (10.188.0.87) has high utilization for HDD
Operating System,Server INDELKGSSRV15 (10.211.1.15) has high utilization for CPU
Hosted Applications,Atlas is not working
Operating System,System getting an pc running error and blue screen at the middle of work. BO.06 th offshore IT cabin.
Hardware Issues,one monitor not working
Hardware Issues,Set up Work station in BO.05S.624
Hosted Applications,VMware not logging in
Hardware Issues,Display issue.
Application Issues,Data card is not working properly and user is unable to connect BCP VPN.
Application Issues,User is facing outlook issue.
Hosted Applications,VMware Outlook not working
IP Phone,IP phone not working.
Application Issues,Need colour print access.
Hardware Issues,Request for HDMI cable.
Application Issues,Need archive outlook. I am a new joiner
Operating System,Need connectors to connect to the projector.Need IT assistance.
Hardware Issues,need a temp charger for HP laptop.
Hardware Issues,Desktop is not working
Hosted Applications,outlook not working
Hosted Applications,outlook not opening
Hardware Issues,"Temp Dell charger required, forget to bring."
Hardware Issues,User is facing display issue.
Operating System,Laptop not working
Operating System,Unable to connect laptop to the screen at training room need a assistance.
Application Issues,Email configuration on phone not working. One plus 6
Application Issues,Unable to access some f the Data bases like Thomson Reuters.
Lost Accessories,Dock station misplaced. I need a new dock station
Hosted Applications,Unable to install eAudit 2019 on VDI
Hosted Applications,Excel not working in VMware
Application Issues,Photoshop crashes during 3d rendering. Please fix ASAP.
Application Issues,My India Home page is not working and shows a blank screen
Application Issues,Unable to print documents nor color neither B&w
Hardware Issues,Mouse buttons function improperly
Application Issues,User is unable to access internet explorer as different user.
Network Issues,Data Card Replacement
Network Issues,LAN not working
Hardware Issues,broken Lan inserting port on laptop BO.02.S.659
Hardware Issues,Mouse is not working
Application Issues,User is unable to access outlook. Prompting for password.
Application Issues,Unable to access Devops after connecting with Bangalore VPN
Hosted Applications,VDI not working
Application Issues,can't access printer
Application Issues,Exit clearance link unable to complete
Hardware Issues,need a lan cable need to set up the dock station for new joiner. BO.03.510
Application Issues,US DAS link not working
Hardware Issues,Physical issue with the laptop-seems to be a battery issue
Application Issues,Request to update a software
Application Issues,Outlook is not working.
Operating System,DLP access
Hardware Issues,Need to fix monitors
Application Issues,Fonts need to install on user machine
Operating System,I need to submit my laptop for 6 months for sabbatical
Operating System,User is unable to login to the system.
Login issues,Unable to login to system account locked error.
Operating System,Outlook is not working properly
Application Issues,Google Chrome
Operating System,Flash player requirement.
Operating System,Unable to upload documents into KGS support central
Hosted Applications,I need to be added to the work flow SOC 1
Application Issues,Microsoft Excel not working
Hardware Issues,VGA Cable missing
Operating System,unable to upload or dowanload files from the sharepoint.
Hardware Issues,Laptop is not working.
Application Issues,MyPD is not functioning properly
Operating System,Skype audit does not work while skype video call is on
Hosted Applications,Z:\admin\NCA\Learning\Audit L&D\2019\Courses\(ILT) Effective Audit Delivery 2019
Operating System,Unable to upload document on external Client sharepoint site
Hardware Issues,Display issue
Operating System,on VMware I am unable to open this like - https://retainweb.ema.kworld.kpmg.com/RetainWeb/IWISAPIRedirect.dll/Files/static/html/webportal.html
Hardware Issues,Audio jack doesn't work
Application Issues,Couldn't able to open my outlook
Application Issues,Unable to print using RMZ Mono BlrOne-01-Transport-M02 and Color BlrOne-03-North Side-C02 Printers
Hosted Applications,Outlook on VMware nit working
Application Issues,Font installation
Hardware Issues,User contacted for Laptop display broken issue.
Application Issues,User requesting for printer access.
Application Issues,Adobe PDF is not working
Hardware Issues,Unable to connect cisco vpn through open port
Application Issues,Flash player install
Hardware Issues,laptop battery is not working
Hosted Applications,Not able to log on VMware desktop
Operating System,User is unable to open images in Photoapp.
Application Issues,ReKonnect - Timesheet
Application Issues,Archives folder in Outlook is not working
Application Issues,Outlook calendar is not getting update.
Application Issues,SOAP UI Not Working
Hosted Applications,Assistance with fixing audio echoing issues with connected on Skype call
Operating System,Not able to enable the check box for 'Offer to translate pages that aren't in a language you read' in google chrome
Operating System,Astrus 3.O extention also got disabled
Application Issues,User facing DLP issue while taking print.
Login issues,Incognito mode in chrome disabled
Hosted Applications,Unable to login to citrix skype
Hardware Issues,additional monitor's are not working display issue. BO.05.892
Application Issues,"""India Home"" page is not working."
Application Issues,Font installation
Hardware Issues,additional monitor is not working display issue. BO.05.839
Hardware Issues,Unable to connect to internet.
Application Issues,Reconnect Issue
Hardware Issues,HDMI cable requirement.
Application Issues,Exit Clearance Link is not working
Login issues,Unable to login to the system.
Operating System,Enable print spooler
Application Issues,User want to enable google translator settings in chrome.
Network Issues,Need assistance in connecting to LAN in Training Room.
Hosted Applications,eAudIT is not working
Hosted Applications,E audit not working
Operating System,Files not uploading
Operating System,"Slow, Privacy block, Google translate blocked, cisco does not function, printing errors"
Hosted Applications,VDI link not working
Application Issues,Please install Airtel Dongle Software.
Hosted Applications,Unable to access canada citrix in Sachin Thendulkar Training room.
Operating System,
Operating System,"unable to login system , trust relation issue."
Hardware Issues,Network Link INDELKGSINFINSW01 to INDELKGSINFINSW05 (10.211.48.91-10.211.48.100) has high utilization for Link Utilization
Operating System,Mozilla Firefox Installation
Application Issues,Please provide me color printer access CMT
Application Issues,Adblock Plus
Application Issues,Unable to access Exit clearance in Rekonnect.
Application Issues,Reconnect not working
Application Issues,Translation option is not working on Google Chrome.
Application Issues,Translate option on Google Chrome is not working
Application Issues,Outlook Not responding mode - URGENT
Application Issues,Google Chrome settings - Translate to English and Incognito mode is not working
Application Issues,Not able to view auto suggestion and access translate option in Google Chrome
Application Issues,Font installation
Application Issues,Getting Error message while using Export and Import in oracle
Hosted Applications,"Need UK Shared drive access. Refer checklist, attached."
Application Issues,"Unable to upload documents in Share point, through Chrome."
Operating System,Unable to access applications from KPMG Germany
Operating System,unable to use any browser in the system can you please update
Hardware Issues,
Application Issues,"Hi team, Need urgent help. My google chrome is showing that translate option has been remotely disabled by administrator."
Hosted Applications,User requested for UK share folder access.
Application Issues,Unable to access Successfactors site to do learnings
Operating System,Not able to access Jpg file
Application Issues,Unable to translate pages on google chrome and the option is not available to select
Application Issues,Unable to reach GLMS - training portal.
Operating System,Need to remove risk logs from user machine from attached sheet
Application Issues,GLMS PROBLEM
Operating System,need to remove risk logs from user machine
Hardware Issues,"User laptop battery getting down shortly , Previously it was work about 5 to 6 hours now it is discharging for every 2 hour."
Application Issues,Request for - Skype for Business install
Application Issues,Unable to access GLMS training course.
Application Issues,KGS - Risk logs | 26-06-2019
Application Issues,Java access for Re-connect.
Operating System,My email id has been changed from pratibhagurbani@kpmg.com to pratibha1@kpmg.com
Application Issues,Unable to connect to the website: https://sts.jvservices.com/adfs/ls/?client-request-id=07a9d1cd-4e8a-48ea-ad94-86c8c02de2c3&username=rnataraja%40do
Operating System,User system working too slow. Need IT assistance.
Application Issues,Software is not there in my system. and that is not required anymore from end.
Hardware Issues,Laptop key board not working
Operating System,Headset
Application Issues,'Translate to english' option not working on chrome
Application Issues,VNX Access
Application Issues,Need Color printer access
Application Issues,S&P capitalIQ pluggin not visible on excel tab
Hardware Issues,The desktop that is assigned to me EMP code 61478 doesn't switch on. Looks like there is some issue with the CPU of the desktop.
Hardware Issues,My laptop charger got stolen from outside CG ODC.
Application Issues,KPMG Home Page and MYPD page not opening
Application Issues,Option to schedule skype meeting is not visible when trying to schedule skype meeting
Hardware Issues,Laptop is not working
Hosted Applications,VMWare not logging in
Hosted Applications,Unable to login to VMware (Windows 10 VDI server)
Hardware Issues,"Laptop is not Working often , Most of the software's are not working properly."
Hardware Issues,Low Battery backup
Application Issues,Error coming in AWS.
Application Issues,Course completion is not reflecting in the Learning Portal.
Application Issues,"Not able to access webex session from chrome, videos, audio and content sharing is blocked."
Operating System,Unable to access Adobe Flash
Hardware Issues,Need monitor connecting cables.
Hosted Applications,Upgrade VMWare Horizon Client
Application Issues,Outlook sent items error
Application Issues,Google Chrome Translate stopped working
Application Issues,Thomson Eikon plug in not working
Hosted Applications,Need Access to Filesite (Outlook) in U.K. VDI
Application Issues,getting DLP error.
Application Issues,Office 365 installed and I am unable to send emails from the DL I had earlier access to.
Hosted Applications,Skype meeting option not available in the calendar
Application Issues,Unable to print the Concur expense report. Please assist.
Hardware Issues,Display issue. Kindly do the needful
Application Issues,Not Being able to upload Resumes on Avature CRM.
Application Issues,Not able to connect home page and Reconnect page through IE
Network Issues,Data card is not working.
Hosted Applications,Share Drive Access
Application Issues,Chrome - Google autotranslate disabled?
Application Issues,Not working with Google Chrome browser. The page is blank for Microsoft Edge. It is showing certificate error for Internet explorer
Hardware Issues,Laptop Touchpad is Not working and display is not working.
Hardware Issues,USB Connector is not working
Application Issues,KPMG home page can't be accessed. There seems some issue
Application Issues,incident - not able to connect to vpn
Application Issues,Skype installation
Application Issues,Uninstallation of GoToMeeting 5.1
Operating System,Assist in connecting projector in Van Gogh training room
Application Issues,File upload error
Hardware Issues,Laptop screen display issue.
Application Issues,Out Look is not working
Application Issues,"My \\Inblrkgsfsr01\IASOAS path is not working, it's really urgent Please fix it"
Application Issues,Access for Printer
Application Issues,unable to access java application
Operating System,Unable to add attachment.
Application Issues,Need Printer Access
Application Issues,File Upload error
Application Issues,Network issue in google chrome
Application Issues,Need concur to be cleared to get Rekonnect exit clearance as my last working day is tomorrow.
Application Issues,Unable to send email from local OUtlook
Application Issues,Network issue in google chrome
Application Issues,I am not able to add my photograph in outlook. please help
Application Issues,Need to install fonts
Hosted Applications,Duplicate hours in STS
Application Issues,Rekonnect not working
Application Issues,Please give access to KPMG Home page.
Hardware Issues,Network drive full. Please increase the space ASAP.
Hardware Issues,Network Link INDELKGSINFINSW01 to INDELKGSINFINSW05 (10.211.48.91-10.211.48.100) has high utilization for Link Utilization
Application Issues,Reconnect not working
Hosted Applications,US Shared drive mapping
Hosted Applications,Unable to enter / amend UK SAP timesheet
Hardware Issues,Network Link INDELKGSINFINSW01 to INDELKGSINFINSW05 (10.211.48.91-10.211.48.100) has high utilization for Link Utilization
Operating System,Need to remove/uninstall VMware Workstatio 14 Player from my system
Application Issues,FONT installation
Operating System,RSA need to install on user machine for to generate the RSA token for first time login of US server. BO.03.609
Application Issues,Issue logging into ReKonnect
Hardware Issues,lan cable and internet issue unable to login to system. BO.05.1013
Hardware Issues,Please change name on the desk phone for me
Hardware Issues,Display Issue
Hardware Issues,display issue
Hardware Issues,Display Issue
Operating System,Displaying pop up of KGS Risk Policy update. Pls assist at the earliest
Hardware Issues,Display issue
Hardware Issues,Unable to connect LAN.
Hardware Issues,Display issue
Hardware Issues,Display issue
Operating System,My Laptop is very slow and it is crashes every time from past two days
Hardware Issues,Monitor is displaying everything in pink
Hosted Applications,My Outlook on the VMware environment is not working.
Hosted Applications,unable to login - Network issue
Application Issues,Not getting Thomson reuters and data stream plugin in excel
Application Issues,UK OGC Commercial DL issue
Application Issues,Unable to get exit clearance page on reconnect issue java plug in issue.
Network Issues,Data card connectivity issue.
Application Issues,Unable to access internet
Application Issues,User unable to access exit clearance.
Operating System,need to remover risk logs from user machine from attached sheet
Hardware Issues,User laptop touch pad is not working.
Hosted Applications,Unable to login to citrix server through Rdp. inside GDC 2. GR05C.08.178
Application Issues,My VMware Outlook was recently updated to Office 365 and post that i am not able to send emails from my India ID to UK ID
Hosted Applications,"VMWare not working. While logging in, it says ""You're not entitled to use the system""."
Operating System,need to update of SEPM from attached sheet
Hardware Issues,Display is not working.
Hosted Applications,Eaudit is not starting
Application Issues,Printer login issue
Hosted Applications,Not able to send an email
Application Issues,KGS - Risk logs | 27-06-2019
Application Issues,SharePoint Access
Operating System,System is slow
Operating System,user facing issue with Chrome even its not opening and unable to Uninstall and all.
Hardware Issues,laptop display screen issue. BO.02.776
Application Issues,Unable to login to skype
Application Issues,Unable to access Re-Konnect.
Hosted Applications,Unable to open eAudit file
Application Issues,Unable to access internet explorer home page and reconnect
Hosted Applications,VDI login issue
Application Issues,Unable to access US Share drive.
Hosted Applications,Unable to open Outlook
Hardware Issues,My Charger is not working as well as my headphone jack needs repair.
Operating System,need to run 0365 patches for user
Network Issues,Open Port is not Working
Operating System,Server INDELKGSSRV75 (10.211.1.75) has high utilization for CPU
Hosted Applications,Request to install UK mail ID on my Samsung S10E phone.
Hardware Issues,Keyboard is not working in laptop need replacement
